"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
51	"Alzheimer Disease"	"{APP},{ATP5PF},{CYYR1},{GABPA},{JAM2},{MRPL39}"	"{ENSG00000142192},{ENSG00000154719},{ENSG00000154721},{ENSG00000154723},{ENSG00000154727},{ENSG00000166265}"
52	"Alzheimer Disease"	"{BCHE}"	"{ENSG00000114200}"
53	"Alzheimer Disease"	"{ABCA2},{AGPAT2},{AJM1},{ANAPC2},{ARRDC1},{C8G},{CCDC183},{CLIC3},{CYSRT1},{DIPK1B},{DPH7},{DPP7},{EDF1},{EGFL7},{EHMT1},{ENSG00000204003},{ENSG00000261793},{ENSG00000272896},{ENSG00000279073},{ENSG00000284341},{ENSG00000284976},{ENTPD2},{ENTPD8},{EXD3},{FAM166A},{FBXW5},{FUT7},{GRIN1},{LCN10},{LCN12},{LCN15},{LCN6},{LCN8},{LCNL1},{LRRC26},{MAMDC4},{MAN1B1},{MRPL41},{NDOR1},{NELFB},{NOXA1},{NPDC1},{NRARP},{NSMF},{PAXX},{PHPT1},{PNPLA7},{PTGDS},{RABL6},{RNF208},{RNF224},{SAPCD2},{SLC34A3},{SSNA1},{STPG3},{TMEM141},{TMEM203},{TMEM210},{TOR4A},{TPRN},{TRAF2},{TUBB4B},{UAP1L1},{ZMYND19}"	"{ENSG00000054148},{ENSG00000054179},{ENSG00000107223},{ENSG00000107281},{ENSG00000107317},{ENSG00000107331},{ENSG00000127191},{ENSG00000130653},{ENSG00000148362},{ENSG00000148399},{ENSG00000159069},{ENSG00000165716},{ENSG00000165724},{ENSG00000165802},{ENSG00000169583},{ENSG00000169692},{ENSG00000172889},{ENSG00000176058},{ENSG00000176101},{ENSG00000176248},{ENSG00000176884},{ENSG00000176919},{ENSG00000176978},{ENSG00000177239},{ENSG00000177943},{ENSG00000177984},{ENSG00000180549},{ENSG00000181090},{ENSG00000182154},{ENSG00000184709},{ENSG00000184925},{ENSG00000185863},{ENSG00000186193},{ENSG00000187609},{ENSG00000187713},{ENSG00000187922},{ENSG00000188163},{ENSG00000188229},{ENSG00000188566},{ENSG00000188747},{ENSG00000188833},{ENSG00000188986},{ENSG00000196642},{ENSG00000197070},{ENSG00000197191},{ENSG00000197355},{ENSG00000197768},{ENSG00000198113},{ENSG00000198435},{ENSG00000198569},{ENSG00000204001},{ENSG00000204003},{ENSG00000212864},{ENSG00000213213},{ENSG00000214402},{ENSG00000232434},{ENSG00000233198},{ENSG00000244187},{ENSG00000261793},{ENSG00000267206},{ENSG00000272896},{ENSG00000279073},{ENSG00000284341},{ENSG00000284976}"
54	"Amyloidosis"	"{B4GALT6},{DSC1},{DSC2},{DSC3},{DSG1},{DSG2},{DSG3},{DSG4},{SLC25A52},{TRAPPC8},{TTR}"	"{ENSG00000046604},{ENSG00000118271},{ENSG00000118276},{ENSG00000134755},{ENSG00000134757},{ENSG00000134760},{ENSG00000134762},{ENSG00000134765},{ENSG00000141437},{ENSG00000153339},{ENSG00000175065}"
55	"Amyotrophic Lateral Sclerosis"	"{ARHGEF37},{ARSI},{CAMK2A},{CD74},{CDX1},{CSF1R},{HMGXB3},{NDST1},{PDE6A},{PDGFRB},{PPARGC1B},{RPS14},{SLC26A2},{SLC6A7},{TCOF1},{TIGD6}"	"{ENSG00000011083},{ENSG00000019582},{ENSG00000070614},{ENSG00000070808},{ENSG00000070814},{ENSG00000113716},{ENSG00000113721},{ENSG00000113722},{ENSG00000132915},{ENSG00000155846},{ENSG00000155850},{ENSG00000164296},{ENSG00000164587},{ENSG00000182578},{ENSG00000183111},{ENSG00000183876}"
56	"Amyotrophic Lateral Sclerosis"	"{C4orf48},{ENSG00000290263},{FAM53A},{FGFR3},{HAUS3},{LETM1},{MAEA},{MXD4},{NAT8L},{NELFA},{NKX1-1},{NSD2},{POLN},{SLBP},{TACC3},{TMEM129},{UVSSA},{ZFYVE28}"	"{ENSG00000013810},{ENSG00000068078},{ENSG00000090316},{ENSG00000109685},{ENSG00000123933},{ENSG00000130997},{ENSG00000159733},{ENSG00000163945},{ENSG00000163950},{ENSG00000168924},{ENSG00000168936},{ENSG00000174137},{ENSG00000185049},{ENSG00000185818},{ENSG00000214367},{ENSG00000235608},{ENSG00000243449},{ENSG00000290263}"
57	"Amyotrophic Lateral Sclerosis"	"{CCN6},{ENSG00000281613},{FAM229B},{FYN},{LAMA4},{REV3L},{TRAF3IP2},{TUBE1}"	"{ENSG00000009413},{ENSG00000010810},{ENSG00000056972},{ENSG00000074935},{ENSG00000112761},{ENSG00000112769},{ENSG00000203778},{ENSG00000281613}"
58	"Amyotrophic Lateral Sclerosis"	"{CHIC2},{ENSG00000282278},{GSX2},{KIT},{PDGFRA}"	"{ENSG00000109220},{ENSG00000134853},{ENSG00000157404},{ENSG00000180613},{ENSG00000282278}"
59	"Amyotrophic Lateral Sclerosis"	"{CHCHD7},{LYN},{MOS},{PLAG1},{RPS20},{TGS1},{TMEM68},{XKR4}"	"{ENSG00000008988},{ENSG00000137574},{ENSG00000167904},{ENSG00000170791},{ENSG00000172680},{ENSG00000181690},{ENSG00000206579},{ENSG00000254087}"
60	"Amyotrophic Lateral Sclerosis"	"{ARHGEF37},{ARSI},{CAMK2A},{CDX1},{CSF1R},{CSNK1A1},{HMGXB3},{PDE6A},{PDGFRB},{PPARGC1B},{SLC26A2},{SLC6A7},{TCOF1},{TIGD6}"	"{ENSG00000011083},{ENSG00000070808},{ENSG00000070814},{ENSG00000113712},{ENSG00000113716},{ENSG00000113721},{ENSG00000113722},{ENSG00000132915},{ENSG00000155846},{ENSG00000155850},{ENSG00000164296},{ENSG00000182578},{ENSG00000183111},{ENSG00000183876}"
61	"Amyotrophic Lateral Sclerosis"	"{ACAA1},{ACVR2B},{DLEC1},{EXOG},{GORASP1},{MYD88},{OXSR1},{SCN10A},{SCN11A},{SCN5A},{SLC22A13},{SLC22A14},{WDR48},{XYLB}"	"{ENSG00000008226},{ENSG00000060971},{ENSG00000093217},{ENSG00000114739},{ENSG00000114742},{ENSG00000114745},{ENSG00000144671},{ENSG00000157036},{ENSG00000168356},{ENSG00000172936},{ENSG00000172939},{ENSG00000172940},{ENSG00000183873},{ENSG00000185313}"
62	"Amyotrophic Lateral Sclerosis"	"{SLC7A11}"	"{ENSG00000151012}"
63	"Amyotrophic Lateral Sclerosis"	"{HUNK},{SCAF4},{SOD1},{TIAM1}"	"{ENSG00000142149},{ENSG00000142168},{ENSG00000156299},{ENSG00000156304}"
64	"Anemia"	"{ADPRS},{AGO3},{COL8A2},{CSF3R},{EVA1B},{GRIK3},{LSM10},{MAP7D1},{MRPS15},{OSCP1},{SH3D21},{STK40},{TEKT2},{THRAP3},{TRAPPC3}"	"{ENSG00000054116},{ENSG00000054118},{ENSG00000092850},{ENSG00000116863},{ENSG00000116871},{ENSG00000116885},{ENSG00000116898},{ENSG00000119535},{ENSG00000126070},{ENSG00000142694},{ENSG00000163873},{ENSG00000171812},{ENSG00000181817},{ENSG00000196182},{ENSG00000214193}"
65	"Anemia"	"{ARV1},{C1orf131},{DISC1},{EGLN1},{ENSG00000287856},{EXOC8},{FAM89A},{GNPAT},{SPRTN},{TRIM67},{TSNAX},{TSNAX-DISC1},{TTC13}"	"{ENSG00000010072},{ENSG00000116903},{ENSG00000116906},{ENSG00000116918},{ENSG00000119283},{ENSG00000135766},{ENSG00000143633},{ENSG00000143643},{ENSG00000162946},{ENSG00000173409},{ENSG00000182118},{ENSG00000270106},{ENSG00000287856}"
66	"Anemia"	"{AXL},{BLVRB},{C19orf47},{C19orf54},{COQ8B},{CYP2A13},{CYP2A6},{CYP2A7},{CYP2B6},{CYP2F1},{CYP2S1},{EGLN2},{ENSG00000268797},{HIPK4},{HNRNPUL1},{ITPKC},{LTBP4},{MIA},{MIA-RAB4B},{NUMBL},{PLD3},{PRX},{RAB4B},{RAB4B-EGLN2},{SERTAD1},{SERTAD3},{SHKBP1},{SNRPA},{SPTBN4}"	"{ENSG00000077312},{ENSG00000086544},{ENSG00000090006},{ENSG00000090013},{ENSG00000105223},{ENSG00000105227},{ENSG00000105245},{ENSG00000105323},{ENSG00000123815},{ENSG00000160392},{ENSG00000160396},{ENSG00000160410},{ENSG00000160460},{ENSG00000167565},{ENSG00000167578},{ENSG00000167600},{ENSG00000167601},{ENSG00000171570},{ENSG00000188493},{ENSG00000197019},{ENSG00000197408},{ENSG00000197446},{ENSG00000197838},{ENSG00000198077},{ENSG00000255974},{ENSG00000261857},{ENSG00000268797},{ENSG00000268975},{ENSG00000269858}"
67	"Anemia"	"{EGLN3},{NPAS3},{SPTSSA}"	"{ENSG00000129521},{ENSG00000151322},{ENSG00000165389}"
68	"Anemia"	"{ACP5},{ANGPTL8},{CCDC159},{CNN1},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{ENSG00000267179},{ENSG00000267477},{EPOR},{KANK2},{LDLR},{ODAD3},{PLPPR2},{PRKCSH},{RAB3D},{RGL3},{SMARCA4},{SPC24},{SWSAP1},{TMEM205},{TSPAN16},{ZNF439},{ZNF440},{ZNF441},{ZNF491},{ZNF627},{ZNF653},{ZNF69},{ZNF700},{ZNF823}"	"{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000161888},{ENSG00000161914},{ENSG00000171291},{ENSG00000171295},{ENSG00000173928},{ENSG00000177599},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000196757},{ENSG00000197044},{ENSG00000197256},{ENSG00000197933},{ENSG00000198003},{ENSG00000198429},{ENSG00000198551},{ENSG00000205517},{ENSG00000267179},{ENSG00000267477}"
69	"Anemia, Aplastic"	"{ADPRS},{AGO3},{COL8A2},{CSF3R},{EVA1B},{GRIK3},{LSM10},{MAP7D1},{MRPS15},{OSCP1},{SH3D21},{STK40},{TEKT2},{THRAP3},{TRAPPC3}"	"{ENSG00000054116},{ENSG00000054118},{ENSG00000092850},{ENSG00000116863},{ENSG00000116871},{ENSG00000116885},{ENSG00000116898},{ENSG00000119535},{ENSG00000126070},{ENSG00000142694},{ENSG00000163873},{ENSG00000171812},{ENSG00000181817},{ENSG00000196182},{ENSG00000214193}"
70	"Anemia, Aplastic"	"{C1orf210},{CDC20},{CFAP57},{EBNA1BP2},{ELOVL1},{ENSG00000283580},{ENSG00000284989},{ERMAP},{FAM183A},{HYI},{KDM4A},{MED8},{MPL},{PTPRF},{SLC2A1},{ST3GAL3},{SVBP},{SZT2},{TIE1},{TMEM125},{TMEM269},{ZNF691}"	"{ENSG00000066056},{ENSG00000066135},{ENSG00000066322},{ENSG00000117394},{ENSG00000117395},{ENSG00000117399},{ENSG00000117400},{ENSG00000126091},{ENSG00000142949},{ENSG00000159479},{ENSG00000164010},{ENSG00000164011},{ENSG00000177868},{ENSG00000178922},{ENSG00000179178},{ENSG00000186973},{ENSG00000198198},{ENSG00000243710},{ENSG00000253313},{ENSG00000274386},{ENSG00000283580},{ENSG00000284989}"
71	"Anemia, Hemolytic, Autoimmune"	"{ACRBP},{ACSM4},{ATN1},{C12orf57},{C1R},{C1RL},{C1S},{CD163},{CD163L1},{CD4},{CDCA3},{CHD4},{CLSTN3},{COPS7A},{EMG1},{ENO2},{ENSG00000285238},{ENSG00000290146},{GNB3},{GPR162},{ING4},{LAG3},{LPAR5},{LPCAT3},{LRRC23},{MLF2},{P3H3},{PEX5},{PHB2},{PIANP},{PTMS},{PTPN6},{RBP5},{SPSB2},{TPI1},{USP5},{ZNF384}"	"{ENSG00000010610},{ENSG00000010626},{ENSG00000089692},{ENSG00000089693},{ENSG00000110811},{ENSG00000111642},{ENSG00000111644},{ENSG00000111652},{ENSG00000111653},{ENSG00000111664},{ENSG00000111665},{ENSG00000111667},{ENSG00000111669},{ENSG00000111671},{ENSG00000111674},{ENSG00000111676},{ENSG00000111678},{ENSG00000111679},{ENSG00000111684},{ENSG00000126746},{ENSG00000126749},{ENSG00000139178},{ENSG00000139182},{ENSG00000139194},{ENSG00000139197},{ENSG00000139200},{ENSG00000159335},{ENSG00000159403},{ENSG00000177575},{ENSG00000177675},{ENSG00000182326},{ENSG00000184574},{ENSG00000215009},{ENSG00000215021},{ENSG00000250510},{ENSG00000285238},{ENSG00000290146}"
72	"Anemia, Hemolytic, Autoimmune"	"{ACER1},{ADGRE1},{ALKBH7},{C3},{CD70},{CLPP},{CRB3},{DENND1C},{GPR108},{GTF2F1},{INSR},{KHSRP},{MBD3L2},{MBD3L2B},{MBD3L3},{MBD3L4},{MBD3L5},{MLLT1},{PSPN},{SH2D3A},{SLC25A23},{SLC25A41},{TNFSF14},{TNFSF9},{TRIP10},{TUBB4A},{VAV1},{ZNF557}"	"{ENSG00000088247},{ENSG00000104833},{ENSG00000125648},{ENSG00000125650},{ENSG00000125651},{ENSG00000125652},{ENSG00000125656},{ENSG00000125657},{ENSG00000125726},{ENSG00000125730},{ENSG00000125731},{ENSG00000125733},{ENSG00000125734},{ENSG00000125735},{ENSG00000130382},{ENSG00000130544},{ENSG00000130545},{ENSG00000141968},{ENSG00000167769},{ENSG00000171105},{ENSG00000174837},{ENSG00000181240},{ENSG00000182315},{ENSG00000196589},{ENSG00000205718},{ENSG00000205744},{ENSG00000230522},{ENSG00000237247}"
73	"Anemia, Sickle Cell"	"{BLZF1},{C1orf112},{CCDC181},{F5},{KIFAP3},{METTL18},{NTMT2},{SCYL3},{SELE},{SELL},{SELP},{SLC19A2}"	"{ENSG00000000457},{ENSG00000000460},{ENSG00000007908},{ENSG00000075945},{ENSG00000117475},{ENSG00000117477},{ENSG00000117479},{ENSG00000171806},{ENSG00000174175},{ENSG00000188404},{ENSG00000198734},{ENSG00000203740}"
74	"Angina Pectoris"	"{ABLIM1},{ADRB1},{AFAP1L2},{CASP7},{CCDC186},{DCLRE1A},{NHLRC2},{NRAP},{PLEKHS1},{TDRD1},{VWA2}"	"{ENSG00000043591},{ENSG00000095627},{ENSG00000099204},{ENSG00000148735},{ENSG00000165806},{ENSG00000165813},{ENSG00000165816},{ENSG00000169129},{ENSG00000196865},{ENSG00000197893},{ENSG00000198924}"
75	"Angina Pectoris"	"{CACNA1C},{CACNA2D4},{DCP1B},{FKBP4},{FOXM1},{ITFG2},{NRIP2},{TEX52}"	"{ENSG00000004478},{ENSG00000053702},{ENSG00000111203},{ENSG00000111206},{ENSG00000151062},{ENSG00000151065},{ENSG00000151067},{ENSG00000283297}"
76	"Angina, Unstable"	"{ADPRHL1},{ATP11A},{CUL4A},{DCUN1D2},{F10},{F7},{GRTP1},{LAMP1},{MCF2L},{PCID2},{PROZ},{TFDP1},{TMCO3}"	"{ENSG00000057593},{ENSG00000068650},{ENSG00000126217},{ENSG00000126218},{ENSG00000126226},{ENSG00000126231},{ENSG00000139835},{ENSG00000139842},{ENSG00000150401},{ENSG00000150403},{ENSG00000153531},{ENSG00000185896},{ENSG00000198176}"
77	"Angina, Unstable"	"{AMBRA1},{ARFGAP2},{ARHGAP1},{ATG13},{CHRM4},{CKAP5},{CREB3L1},{CSTPP1},{DGKZ},{F2},{HARBI1},{LRP4},{MDK},{PACSIN3},{ZNF408}"	"{ENSG00000110492},{ENSG00000110497},{ENSG00000134569},{ENSG00000149091},{ENSG00000149179},{ENSG00000149182},{ENSG00000157613},{ENSG00000165912},{ENSG00000175213},{ENSG00000175216},{ENSG00000175220},{ENSG00000175224},{ENSG00000180210},{ENSG00000180423},{ENSG00000180720}"
78	"Angina, Unstable"	"{ADAM11},{ASB16},{ATXN7L3},{CCDC43},{DBF4B},{EFTUD2},{FAM171A2},{FZD2},{G6PC3},{GJC1},{GPATCH8},{GRN},{HDAC5},{HIGD1B},{HROB},{ITGA2B},{LSM12},{MEIOC},{MPP2},{NAGS},{PPY},{PYY},{RUNDC3A},{SLC25A39},{SLC4A1},{TMEM101},{TMUB2},{UBTF}"	"{ENSG00000004939},{ENSG00000005961},{ENSG00000013306},{ENSG00000030582},{ENSG00000073670},{ENSG00000087152},{ENSG00000091947},{ENSG00000108309},{ENSG00000108312},{ENSG00000108840},{ENSG00000108849},{ENSG00000108852},{ENSG00000108883},{ENSG00000125319},{ENSG00000131096},{ENSG00000131097},{ENSG00000141349},{ENSG00000161653},{ENSG00000161654},{ENSG00000161664},{ENSG00000161682},{ENSG00000161692},{ENSG00000168591},{ENSG00000180329},{ENSG00000180336},{ENSG00000180340},{ENSG00000182963},{ENSG00000186566}"
79	"Angina, Unstable"	"{FAM171B},{ITGAV},{ZC3H15},{ZSWIM2}"	"{ENSG00000065548},{ENSG00000138448},{ENSG00000144369},{ENSG00000163012}"
80	"Angina, Unstable"	"{ADARB1},{AIRE},{CFAP410},{DNMT3L},{GATD3},{ICOSLG},{ITGB2},{KRTAP10-1},{KRTAP10-10},{KRTAP10-11},{KRTAP10-12},{KRTAP10-2},{KRTAP10-3},{KRTAP10-4},{KRTAP10-5},{KRTAP10-6},{KRTAP10-7},{KRTAP10-8},{KRTAP10-9},{KRTAP12-1},{KRTAP12-2},{KRTAP12-3},{KRTAP12-4},{LRRC3},{PFKL},{PTTG1IP},{PWP2},{SLX9},{SUMO3},{TRPM2},{TSPEAR},{UBE2G2}"	"{ENSG00000141959},{ENSG00000142182},{ENSG00000142185},{ENSG00000160221},{ENSG00000160223},{ENSG00000160224},{ENSG00000160226},{ENSG00000160233},{ENSG00000160255},{ENSG00000160256},{ENSG00000175894},{ENSG00000183255},{ENSG00000184787},{ENSG00000184900},{ENSG00000187175},{ENSG00000187766},{ENSG00000188155},{ENSG00000189169},{ENSG00000197381},{ENSG00000205439},{ENSG00000205445},{ENSG00000212933},{ENSG00000212935},{ENSG00000215454},{ENSG00000215455},{ENSG00000221837},{ENSG00000221859},{ENSG00000221864},{ENSG00000241123},{ENSG00000241945},{ENSG00000243489},{ENSG00000272804}"
81	"Angina, Unstable"	"{CBX1},{CDC27},{CDK5RAP3},{COPZ2},{EFCAB13},{ENSG00000259753},{ITGB3},{KPNB1},{LRRC46},{MRPL10},{MYL4},{NFE2L1},{NPEPPS},{OSBPL7},{PNPO},{PRR15L},{SCRN2},{SP2},{SP6},{TBKBP1},{TBX21}"	"{ENSG00000004897},{ENSG00000005243},{ENSG00000006025},{ENSG00000073861},{ENSG00000082641},{ENSG00000108424},{ENSG00000108439},{ENSG00000108465},{ENSG00000108468},{ENSG00000141279},{ENSG00000141294},{ENSG00000141295},{ENSG00000159111},{ENSG00000167182},{ENSG00000167183},{ENSG00000178852},{ENSG00000189120},{ENSG00000198336},{ENSG00000198933},{ENSG00000259207},{ENSG00000259753}"
82	"Angina, Unstable"	"{ANKRD45},{CENPL},{DARS2},{ENSG00000285777},{KLHL20},{PRDX6},{RABGAP1L},{RC3H1},{SERPINC1},{SLC9C2},{TEX50},{ZBTB37}"	"{ENSG00000076321},{ENSG00000117592},{ENSG00000117593},{ENSG00000117601},{ENSG00000120334},{ENSG00000135870},{ENSG00000152061},{ENSG00000162753},{ENSG00000183831},{ENSG00000185278},{ENSG00000232113},{ENSG00000285777}"
83	"Fabry Disease"	"{ARMCX1},{ARMCX2},{ARMCX3},{ARMCX4},{ARMCX6},{BTK},{CENPI},{DRP2},{GLA},{HNRNPH2},{RPL36A},{RPL36A-HNRNPH2},{TAF7L},{TIMM8A},{TMEM35A},{ZMAT1}"	"{ENSG00000010671},{ENSG00000102384},{ENSG00000102385},{ENSG00000102387},{ENSG00000102393},{ENSG00000102401},{ENSG00000126945},{ENSG00000126947},{ENSG00000126950},{ENSG00000126953},{ENSG00000166432},{ENSG00000184867},{ENSG00000196440},{ENSG00000198960},{ENSG00000241343},{ENSG00000257529}"
84	"Anorexia"	"{ECT2},{FNDC3B},{GHSR},{NCEH1},{SPATA16},{TNFSF10}"	"{ENSG00000075420},{ENSG00000114346},{ENSG00000121853},{ENSG00000121858},{ENSG00000144959},{ENSG00000144962}"
85	"Anthrax"	"{ANTXR1},{APLF},{ARHGAP25},{BMP10},{FBXO48},{GFPT1},{GKN1},{GKN2},{NFU1},{PROKR1}"	"{ENSG00000163217},{ENSG00000163219},{ENSG00000169599},{ENSG00000169604},{ENSG00000169605},{ENSG00000169618},{ENSG00000169621},{ENSG00000183607},{ENSG00000198380},{ENSG00000204923}"
86	"Anthrax"	"{C4BPA},{C4BPB},{CD34},{CD46},{CD55},{CR1},{CR1L},{CR2},{PFKFB2},{PLXNA2}"	"{ENSG00000076356},{ENSG00000117322},{ENSG00000117335},{ENSG00000123836},{ENSG00000123838},{ENSG00000123843},{ENSG00000174059},{ENSG00000196352},{ENSG00000197721},{ENSG00000203710}"
87	"Anus Neoplasms"	"{ATG4B},{BOK},{D2HGDH},{DTYMK},{FAM240C},{FARP2},{GAL3ST2},{ING5},{NEU4},{PDCD1},{RTP5},{STK25},{THAP4}"	"{ENSG00000006607},{ENSG00000115694},{ENSG00000154252},{ENSG00000168393},{ENSG00000168395},{ENSG00000168397},{ENSG00000176720},{ENSG00000176946},{ENSG00000180902},{ENSG00000188011},{ENSG00000188389},{ENSG00000204099},{ENSG00000216921}"
88	"Anxiety Disorders"	"{CPLX2},{DRD1},{HRH2},{SFXN1},{THOC3}"	"{ENSG00000051596},{ENSG00000113749},{ENSG00000145920},{ENSG00000164466},{ENSG00000184845}"
89	"Anxiety Disorders"	"{ANKK1},{CLDN25},{DRD2},{HTR3B},{NCAM1},{TMPRSS5},{TTC12},{USP28},{ZW10}"	"{ENSG00000048028},{ENSG00000086827},{ENSG00000149292},{ENSG00000149294},{ENSG00000149295},{ENSG00000149305},{ENSG00000166682},{ENSG00000170209},{ENSG00000228607}"
90	"Anxiety Disorders"	"{ATG7},{HRH1},{SLC6A1},{SLC6A11},{VGLL4}"	"{ENSG00000132164},{ENSG00000144560},{ENSG00000157103},{ENSG00000196639},{ENSG00000197548}"
91	"Anxiety Disorders"	"{HTR1A},{RNF180}"	"{ENSG00000164197},{ENSG00000178394}"
92	"Anxiety Disorders"	"{HTR2C},{IL13RA2},{LRCH2},{RBMXL3}"	"{ENSG00000123496},{ENSG00000130224},{ENSG00000147246},{ENSG00000175718}"
93	"Anxiety Disorders"	"{BLMH},{CPD},{EFCAB5},{GOSR1},{NSRP1},{SLC6A4},{SSH2},{TMIGD1}"	"{ENSG00000108576},{ENSG00000108578},{ENSG00000108582},{ENSG00000108587},{ENSG00000126653},{ENSG00000141298},{ENSG00000176927},{ENSG00000182271}"
94	"Anxiety Disorders"	"{EVA1A},{HK2},{M1AP},{POLE4},{SEMA4F},{TACR1}"	"{ENSG00000115350},{ENSG00000115353},{ENSG00000115363},{ENSG00000135622},{ENSG00000159374},{ENSG00000159399}"
95	"Apnea"	"{ADRM1},{CABLES2},{CDH4},{GATA5},{HRH3},{LAMA5},{LSM14B},{MTG2},{NTSR1},{OSBPL2},{PSMA7},{RBBP8NL},{RPS21},{SLCO4A1},{SS18L1},{TAF4}"	"{ENSG00000101180},{ENSG00000101181},{ENSG00000101182},{ENSG00000101187},{ENSG00000101188},{ENSG00000130699},{ENSG00000130700},{ENSG00000130701},{ENSG00000130702},{ENSG00000130703},{ENSG00000130706},{ENSG00000149657},{ENSG00000149679},{ENSG00000171858},{ENSG00000179242},{ENSG00000184402}"
96	"Apnea"	"{CAPNS2},{CES1},{CES5A},{IRX6},{LPCAT2},{MMP2},{SLC6A2}"	"{ENSG00000087245},{ENSG00000087253},{ENSG00000103546},{ENSG00000159387},{ENSG00000159398},{ENSG00000198848},{ENSG00000256812}"
97	"Apnea"	"{BRD9},{CLPTM1L},{LPCAT1},{MRPL36},{NDUFS6},{NKD2},{SLC12A7},{SLC6A18},{SLC6A19},{SLC6A3},{TERT},{TRIP13},{ZDHHC11}"	"{ENSG00000028310},{ENSG00000049656},{ENSG00000071539},{ENSG00000113504},{ENSG00000142319},{ENSG00000145494},{ENSG00000145506},{ENSG00000153395},{ENSG00000164362},{ENSG00000164363},{ENSG00000171421},{ENSG00000174358},{ENSG00000188818}"
98	"Arthritis"	"{ADPRHL1},{ATP11A},{CUL4A},{DCUN1D2},{F10},{F7},{GRTP1},{LAMP1},{MCF2L},{PCID2},{PROZ},{TFDP1},{TMCO3}"	"{ENSG00000057593},{ENSG00000068650},{ENSG00000126217},{ENSG00000126218},{ENSG00000126226},{ENSG00000126231},{ENSG00000139835},{ENSG00000139842},{ENSG00000150401},{ENSG00000150403},{ENSG00000153531},{ENSG00000185896},{ENSG00000198176}"
99	"Arthritis"	"{ADK},{AGAP5},{AP3M1},{CAMK2G},{CHCHD1},{ENSG00000272916},{FUT11},{MSS51},{MYOZ1},{NDST2},{PLAU},{PPP3CB},{SEC24C},{SYNPO2L},{USP54},{VCL},{ZSWIM8}"	"{ENSG00000035403},{ENSG00000107758},{ENSG00000122861},{ENSG00000148660},{ENSG00000156110},{ENSG00000166317},{ENSG00000166343},{ENSG00000166348},{ENSG00000166507},{ENSG00000172586},{ENSG00000172650},{ENSG00000176986},{ENSG00000177791},{ENSG00000185009},{ENSG00000196968},{ENSG00000214655},{ENSG00000272916}"
100	"Arthritis"	"{ERO1A},{GNG2},{GNPNAT1},{GPR137C},{NID2},{PSMC6},{PTGDR},{PTGER2},{RTRAF},{STYX},{TXNDC16}"	"{ENSG00000087301},{ENSG00000087302},{ENSG00000087303},{ENSG00000100519},{ENSG00000100522},{ENSG00000125384},{ENSG00000168229},{ENSG00000180998},{ENSG00000186469},{ENSG00000197930},{ENSG00000198252}"
101	"Arthritis, Juvenile"	"{ADPRH},{ARHGAP31},{B4GALT4},{CD80},{CFAP91},{COX17},{ENSG00000251012},{ENSG00000285585},{GSK3B},{IGSF11},{NR1I2},{PLA1A},{POGLUT1},{POPDC2},{TEX55},{TIMMDC1},{TMEM39A},{UPK1B}"	"{ENSG00000031081},{ENSG00000082701},{ENSG00000113845},{ENSG00000114638},{ENSG00000121577},{ENSG00000121578},{ENSG00000121594},{ENSG00000138495},{ENSG00000144837},{ENSG00000144843},{ENSG00000144847},{ENSG00000144852},{ENSG00000163389},{ENSG00000163424},{ENSG00000176142},{ENSG00000183833},{ENSG00000251012},{ENSG00000285585}"
102	"Arthritis, Juvenile"	"{CASR},{CD86},{CSTA},{DTX3L},{EAF2},{FAM162A},{FBXO40},{GOLGB1},{HCLS1},{ILDR1},{IQCB1},{KPNA1},{MIX23},{PARP15},{PARP9},{SLC15A2},{WDR5B}"	"{ENSG00000036828},{ENSG00000114013},{ENSG00000114023},{ENSG00000114030},{ENSG00000121552},{ENSG00000138496},{ENSG00000145088},{ENSG00000145103},{ENSG00000160124},{ENSG00000163406},{ENSG00000163833},{ENSG00000163840},{ENSG00000173200},{ENSG00000173226},{ENSG00000173230},{ENSG00000180353},{ENSG00000196981}"
103	"Arthritis, Juvenile"	"{ANKRD34B},{DHFR},{FAM151B},{MSH3},{RASGRF2},{SERINC5},{SPZ1},{ZFYVE16}"	"{ENSG00000039319},{ENSG00000113318},{ENSG00000113319},{ENSG00000152380},{ENSG00000164299},{ENSG00000164300},{ENSG00000189127},{ENSG00000228716}"
104	"Arthritis, Juvenile"	"{EFHC1},{IL17A},{IL17F},{MCM3},{PAQR8},{PKHD1},{TMEM14A},{TRAM2}"	"{ENSG00000065308},{ENSG00000096092},{ENSG00000096093},{ENSG00000112115},{ENSG00000112116},{ENSG00000112118},{ENSG00000170915},{ENSG00000170927}"
